bookingID,Accuracy,Bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,Speed
63,10.0,146.30123901367188,-0.6193786621093751,-8.872576904296878,-4.063046264648438,0.0011896340589383958,-0.017333716586998737,0.006676278536719643,697.0,22.149999618530273
64,9.0,24.0,0.12330139,9.792285,-0.28969841,0.002130529,0.00958738,0.034088463,188.5,11.895
65,4.12,245.0,-0.545878,9.203311,3.6391866,-0.00346447865,-0.00082030473,-0.00040142573999999993,202.5,12.060608
68,7.4795,118.0,0.199657265,8.457383499999999,5.070033250000001,0.0,-0.0010646508,0.0,321.5,4.454013300000001
69,5.0,145.5,0.011971008,9.720459,0.6200982500000001,-0.025965822,-0.016511599,-0.0027963192,569.5,13.583077
71,8.0,74.5897216796875,-0.992620849609375,-9.280436706542968,-2.654490661621094,0.005097157168357158,-0.0042341598171169795,-0.010098573695525966,395.5,12.159710884094238
73,3.723,277.0,-0.0047884034,9.498995,1.9835961,0.008522116,0.015978966,-0.0010652645,382.0,3.771344
74,3.509,172.0,1.2063233999999998,9.361347,3.0512953,-0.0012915436,-0.004363323,-3.4906585e-05,479.0,1.8403914
76,3.9,126.0,0.7266402,9.510966,0.82240826,0.00041538835,-1.2217555e-05,-0.0005864389,690.0,5.155458
80,4.7,221.0,0.017697939000000003,9.4701305,2.980264,0.0009861110499999998,4.3633232500000007e-05,0.0028187068,374.5,17.3888
81,3.0380000000000003,182.0,0.102953814,9.811738,-0.08858817,-0.0010726794,-0.0044593164,-0.0035705073,89.0,0.6155107
82,158.0,105.5588607788086,0.3983642578125,-9.188845825195314,-3.314767456054688,0.002018409790171055,-0.00750026057799016,0.002070075115318592,89.5,-1.0
84,3.0,1.0,-0.11112976,10.146942,1.4175873,-0.0006408691400000001,9.1552734e-05,-0.00018310547,247.0,0.16
85,8.0,134.93907165527344,0.2579498291015625,-8.691937255859376,-4.3238372802734375,-0.01376774388738264,0.0030597057763920373,-0.0013190636879162464,577.0,14.321155548095705
86,4.0,88.0,-0.20862116,9.3390045,-2.6264298,-0.0030194195,0.0024783674,-0.0016929694,967.0,4.431868
87,3.9,123.0,3.3590698,8.342598,3.8211517,0.0010986328,0.000495910661,0.0012969971,320.5,9.5
88,10.0,83.75370788574219,-0.54969482421875,-8.060595703125001,-5.420684814453125,0.019180618802968688,-0.011956528030019748,0.005290369505442406,457.0,17.520000457763672
89,4.0,167.5,0.156825,9.675264,1.3683280500000001,-0.0013384057999999998,-0.00264749,-0.0026988026,120.5,0.8601287049999999
91,3.798,22.0,1.15523755,9.5447765,-2.2613925999999998,-0.006569244849999999,-0.0017941112,-0.0008936958000000002,90.5,3.9309144
94,3.9,60.0,-0.26064435,8.434919,5.0497303,0.0005651377,-0.0020424537,-0.00095786096,295.0,12.68
95,4.0,109.0,0.8523358,9.639056,-1.6292542,-0.03726278,-0.0036651916,0.021685716,1169.5,17.639999500000002
96,3.9,121.0,-1.03007505,9.747925,3.0886383,-0.0008697510000000001,0.0010375977,0.00050354004,745.5,11.245000000000001
97,4.288,53.5,-0.483543395,9.583206,2.2841797,0.000205993655,-0.00035095215,7.6293945e-06,308.5,2.32
98,10.0,172.46603393554688,0.21002349853515626,-9.52403106689453,-1.912791442871094,-0.02248413697715748,-0.0010404970378939584,0.0012614062503160312,631.5,7.295000076293945
101,3.9,58.0,0.52373165,9.824607,1.0702082,0.02130529,0.015978966,-0.008522116,626.5,7.404999999999999
102,3.9,178.0,0.22055054,9.7104875,1.2413177,-0.0007019043,-0.0009155273399999999,-0.00032043457,1031.5,12.96
103,5.32,210.0,-0.07062895,9.742006,1.287482,-0.0007819105,-0.0046547945,-0.0020402856,179.5,4.4350000000000005
104,3.9,259.0,-0.23703320000000005,8.856422,4.295329,0.0018325957,-0.036651917,-0.018936822,410.0,7.536373599999999
105,4.9,77.0,0.124967754,9.737544,1.5440111,-0.00038397242,-0.0044505894,-0.0010646508,92.0,0.0
108,4.0,70.0,0.0047884034,9.646837000000001,0.00418985295,0.0012217305,0.0036651916,-0.010995574,158.0,0.28857203
109,3.9,237.0,-0.0278685085,9.612452,1.25094645,-0.0020333085,-0.00280998005,0.0011519173,370.5,7.629265050000001
110,3.9,226.0,0.15203181,9.544485,-0.260968,-0.00430659995,0.0011911876499999998,-0.0014355341,329.5,10.182749999999999
112,16.0,266.8331298828125,-0.046954345703125004,-9.744223022460938,0.9099273681640626,-0.00743581207961024,0.0021475731030398976,-1.464738599543581e-05,217.0,1.9299718141555784
113,4.551,96.0,-0.07337952,9.593384,0.94044495,3.0517578e-05,1.5258789e-05,-4.5776367e-05,682.0,6.93
114,5.288,96.0,-0.440940125,9.7623905,1.2285703,0.005384341,0.00218166155,-0.00267035375,593.5,6.1223725
115,3.9,299.0,4.4557449999999985,-0.409421,8.801354,-0.0012944235,0.00046181414,-0.0025723537,277.0,0.75206095
116,6.0,311.0,-0.948132825,9.71716425,1.4281849,-0.0013371841,-0.0029620855000000003,0.00095294975,119.5,10.598438999999999
119,8.472999999999999,167.0,-0.46469116,3.264267,9.301422,0.00065612793,-0.0007629394500000001,3.0517578e-05,374.0,1.59
122,3.9,128.5,-0.105348095,9.5040735,2.056682,0.059864797,-0.012828169,0.032375857,788.5,11.6932265
124,6.9325,73.5,0.4367981,8.8233795,3.10912325,0.0,-0.00063323975,4.5776367e-05,329.5,3.94
125,3.9,229.0,-0.50040346,9.5974505,-1.3874822500000001,0.0019120082,0.00016615535,0.000285274073,435.5,6.457595
126,4.0,281.0,-0.75659084,6.883539999999999,7.1205729999999985,-0.0017983873,0.0008784242,0.0021838432,652.0,23.074368
127,16.0,273.00192260742193,0.21473388671875,-8.868389892578127,-4.2767333984375,0.009463010301378557,0.010841196165494563,-0.005314604271362128,232.0,3.2735133171081543
130,12.0,46.77320098876953,-0.8350097656250001,-9.544816589355472,2.31541748046875,-0.001964081303933438,-0.005824865936221311,-0.0026270752573086644,74.5,8.576005458831787
131,8.0,300.88818359375,0.9972564697265626,-9.130227661132816,-3.132931518554688,-0.0062325958991124395,0.029891586391158374,0.003266367076982185,307.0,2.844632387161255
134,3.9,222.0,0.050279772,9.804555,-0.9960183,9.529498e-05,0.0008918633,-0.00045448376,119.5,4.16021785
135,32.0,95.37133026123048,-0.2956329345703125,-9.708035278320313,1.6783935546875002,-0.019214707264921704,-0.029489981698774436,-0.008883772764286323,1327.0,4.324253559112549
136,7.132999999999999,75.0,0.29534912,9.705261,-0.25665283,0.0004119873000000001,-0.00010681152,3.0517578e-05,1091.0,2.34
137,3.9,151.0,0.104665466,9.651215,0.06178776,-0.00031377818,0.00068248715,0.00095381774,508.0,9.991719
139,8.0,44.0,0.867924615,9.620196,1.8088746,-0.0013579534,-0.00031887164,0.0019737056,359.5,1.4773390499999999
140,3.9,86.0,0.2899475,8.902358999999997,-2.7697296,-0.0004272461,-0.0008392333999999999,0.00036621094,570.0,3.6
142,10.0,56.56298828125,-0.633734130859375,-9.6181640625,0.05084228515625002,-0.08140218187936199,0.03453454143560252,-0.01798885421515823,202.0,3.700000047683716
143,3.0,276.0,-0.42850464499999996,9.24069,2.9821843,0.00413643025,-0.000270526025,-0.00027925267500000003,164.5,0.0
145,4.551,213.0,0.134254455,8.830543500000001,4.21242535,0.00044250488000000004,0.000358581545,0.000244140625,522.5,9.219999999999999
146,3.9,133.0,0.079008654,9.722853,0.48961425,0.0,-0.004886922,-0.007330383,683.0,3.6464682
147,3.9,104.0,-0.3443451,9.562561,-0.45314026,0.0002593994,0.0031280518,-0.00018310547,257.0,7.1
148,3.2800000000000002,87.0,-1.1617202999999998,9.4432755,2.1786651499999996,0.0011138916,-0.0010681152,7.6293945e-05,510.5,2.25
149,3.9475,48.5,-0.7430496,10.0270385,-0.668807975,-0.0017013549499999999,-0.00283050535,0.0015106201,59.5,3.4699999999999998
150,3.0,256.5,0.397025685,9.3018335,-1.62103255,-0.00046251225499999995,0.0006632251,-7.853981749999999e-05,393.5,1.2097784
151,4.551,94.0,-0.62567138,9.2241365,2.57939915,0.0017471313499999998,0.00312042235,0.0018157959000000001,382.5,11.015
152,12.0,245.0657958984375,-0.265875244140625,-9.724185180664064,0.9233108520507813,-0.01912682294894909,0.005118329299023288,-0.001702558884887657,284.5,16.28361701965332
153,7.71,100.0,0.004058838,9.768463,1.1099396,7.6293945e-05,-0.00032043457000000003,-0.00016784668000000005,530.0,2.53
154,3.9,81.0,0.957,9.251,1.4264999999999999,-0.0005950928,-0.0016784668,-0.00055694579,790.5,6.669513299999999
156,7.8735,107.0,0.17450714,9.0119015,4.402748000000001,0.0022277831999999997,0.0016937255999999999,-0.0023727416500000003,554.5,4.395
157,3.9,290.5,0.919525,9.5974155,-1.5010493,-0.000108810375,-0.00093156832,0.00042187879,1425.5,9.4
158,4.0,138.0,-0.024698585,9.2655325,2.31775,0.00040142573,-0.0011170107,0.00010471976,490.0,8.859372
159,10.0,108.4371719360352,-0.4285705566406249,-2.352203369140625,-9.339279174804688,0.004573180223884068,0.034112696718933966,0.002176867875030769,390.0,0.3718156046344955
160,12.0,177.8285903930664,0.4717864990234375,-8.631599426269531,-4.48271942138672,-0.008913067536277193,0.05012788225023448,0.009701895851158666,599.5,2.462982654571533
162,3.9,286.0,0.24899697,8.331821000000001,4.8733974,7.330254e-05,0.0039095385,0.0004153885,382.0,16.88
163,5.0,299.6732482910156,0.0252716064453125,-9.634014892578127,1.9818023681640624,0.0008708536764559107,0.014973356912861509,-0.0030876689678378693,67.0,14.568721771240234
168,12.0,205.97943115234366,-0.02213134765625,-9.1240966796875,-3.6545883178710943,8.948221262666242e-05,7.72316716122979e-05,-0.011878231093971419,794.5,8.722410202026367
171,4.551,101.5,-0.041099548,9.473984,-1.43450165,0.000160217285,0.0009613037,-6.1035156e-05,638.5,11.504999999999999
172,8.0,241.5903778076172,-0.7632324218750001,-9.662725830078122,-1.262384033203125,-0.002135056245916525,-0.012863334381191728,-0.008263788862515876,180.0,3.288304090499878
8589934594,8.0,230.4656524658203,0.1614990234375,-9.749382019042972,-1.0199859619140625,-0.002055960361541172,0.0022029668537135467,2.929477199087162e-06,809.5,7.4832770824432355
8589934595,4.0,245.0,-0.29928434,9.646533,1.6855695,0.0003304781,-0.0031887167,0.0007715228,559.0,20.61402
8589934597,5.314,138.0,0.38068968,9.284998,3.1807941499999997,0.0013891076,0.0027739391999999996,0.0011643091,134.5,0.0
8589934598,16.0,209.53062438964844,-0.18871459960937498,-9.805158996582033,-0.15746154785156252,-0.017483119924152184,-0.006661497992669702,0.004027498516526832,343.5,5.464235305786133
8589934599,10.208,0.0,-0.5650316,5.4970870000000005,8.264783999999999,-0.013834927,-0.022348728,0.004256900399999999,142.0,0.0
8589934600,3.0780000000000003,258.0,0.7015011,9.534908,2.1416135,0.0012217305,-0.0012217305,0.0012217305,954.0,6.836459599999999
8589934603,4.0,127.0,-0.159487355,9.7095705,0.46212882,8.7266465e-05,0.0014486233000000001,-0.00022689281,857.5,13.531082500000002
8589934604,11.041,35.0,0.8798690999999998,9.792285,0.6607997,-0.0031957934000000003,0.002130529,-0.004261058,169.0,6.96
8589934606,8.0,291.51556396484375,-0.3792236328125,-9.732708740234377,-0.5241241455078125,-0.03712819402123069,0.05322460596577862,0.009560481997275458,397.0,14.73589038848877
8589934607,3.9,67.0,0.19203186,9.47966,0.7539215,-0.0007019042999999999,-0.0009460449,0.0012207031,493.0,8.08
8589934608,3.9,30.0,-0.5860748,9.8181305,2.3692322,0.0006408691400000001,0.00039672852,0.000289917,269.0,10.42
8589934609,6.0,101.8023910522461,0.427374267578125,-8.920578002929688,-3.7111877441406262,-0.0070152989434867285,-0.002126267814319264,0.004537227549167998,150.0,6.901509761810303
8589934611,6.6735,276.0,0.46926352,9.519346,1.5131354,0.008656833000000001,0.0016580628,-0.00010471976,704.5,20.875376000000003
8589934612,3.743,93.0,-0.23224466,9.725544,-0.34956414,0.00011362094,-0.00086315256,-5.3145275e-05,247.0,3.3444507000000003
8589934613,3.0,85.0,0.06939697,9.5234375,2.7517395,0.0005493164,-0.0008697510000000001,-0.00032043457000000003,74.0,0.6
8589934614,10.0,105.43468475341795,-0.46543121337890636,-9.77712097167969,0.06160888671875001,-0.014758439812892116,0.03317912559880669,0.03118535004871887,464.5,12.855000019073488
8589934615,10.0,202.4307403564453,-0.38595275878906254,-9.727923583984378,-0.4687957763671876,-0.005628058331664454,0.013494503559540507,-0.012670521518269992,472.0,10.829999923706056
8589934617,3.9,160.0,0.45251793,9.538791,2.3918805,-0.003943135,-0.010371881,-0.004125173,398.0,3.8408117
8589934618,8.222000000000001,123.0,-0.35434186,9.710882000000002,0.24899697,-0.0019373155,0.0010646508,-0.00013962633999999998,692.0,3.360986
8589934620,4.0,243.0,0.37590113,9.404712,2.2889267,0.005508783000000001,-0.00426445,-0.0018777997,696.5,8.669145
8589934622,3.9,254.0,0.006999999999999999,9.741,1.229,0.0,-0.005355835,-0.0015563965,724.0,8.863002
8589934624,10.0,112.60343170166016,0.2053878784179688,-9.64208984375,0.7203155517578126,-0.01843919475549063,-0.02347563185099398,-0.008754742609471984,231.5,2.619999885559082
8589934625,10.0,140.49362182617188,-0.0426177978515625,-9.232659912109378,-2.5983398437500003,-0.021313011887795136,0.023928236078252948,0.0035643748029620522,420.0,3.140000104904175
8589934626,10.0,103.81668853759766,-1.3971160888671876,-3.66243896484375,-8.843267822265625,-0.0053976948973726,1.810949541253882e-05,0.0015845808485971467,232.0,6.539999961853027
8589934627,8.238,198.0,0.130364,6.9882282999999985,6.6748759999999985,0.00023302995,-0.0025554113,-0.0013571148999999998,247.0,4.175515
8589934628,10.0,136.93293762207028,0.6332855224609375,-9.364251708984378,-2.3807647705078128,-0.02362783150729201,0.00956261252614752,-0.008601477688737924,256.0,3.509999990463257
8589934629,5.0,252.07943725585938,-0.39395294189453134,-8.449165344238281,-5.01985321044922,0.006394649251443764,0.010734137089673378,0.002163951543743885,299.5,8.840142250061035
8589934630,3.673,197.0,-0.12450229,9.800964,0.162810685,0.0020329594,-0.00383134675,-0.0117438845,374.5,3.3758825000000003
8589934631,10.0,240.7248077392578,-1.7883026123046877,-9.252622985839844,-2.4241302490234373,-0.002862631855726173,-0.04042785061183887,-0.011611914984963494,390.5,7.5350000858306885
8589934632,6.0,94.27855682373048,0.27073516845703127,-9.619883728027347,1.6682998657226564,-0.00025419872604806327,0.004060788030152822,0.005142031432724993,704.5,19.044567108154297
8589934633,8.0,207.99588012695307,-0.21002349853515628,-9.671473693847657,-1.308740234375,-0.005946705556092434,0.011948938020913022,0.003036669432962851,569.5,17.444782257080078
8589934634,9.8935,134.0,-0.30886145,1.403045,9.660899,0.0009682214,0.0017629570500000001,0.0020134118,706.5,4.5459812500000005
8589934635,3.9,105.0,0.9864412,9.785401,1.403045,0.0008625417,0.0018344283,-0.0016963728,432.0,4.6349683
8589934636,4.0,221.0,-0.21787901,9.93624,1.1277034,0.00373483,0.0012858714,0.0026590964000000003,163.0,1.34906
8589934637,8.054,112.0,0.42988586,9.428253,2.1582183999999995,-0.00035095215,0.00077819824,-0.00024414062,569.0,6.84
8589934638,4.551,251.0,0.119277954,9.871246,-1.7046051,-0.0029144287,-0.00035095215,0.0007324219,516.0,6.72
8589934639,4.551,76.0,0.05821228,9.642609,-0.24377441,4.5776367e-05,0.002166748,-0.00032043457000000003,451.0,6.16
8589934641,8.0,198.64285278320312,-0.3152969360351563,-9.033776855468751,-3.7784790039062504,-0.006039516720081696,0.0013403689766368805,-0.009806957556162291,614.5,9.910674095153807
8589934642,6.0,274.0,-0.18914771,9.287392,2.865947,-0.00057543506,0.0007092146000000001,0.00017531833,1155.0,21.250069
8589934644,3.9,175.5,-0.20664355,9.799918000000002,1.266413,-0.0031415926,0.000506145475,-0.00025307274499999997,578.5,8.612566000000001
8589934647,3.6494999999999997,280.0,0.33878988,9.991309,-0.17837347999999997,0.00061453043,0.00018203785,0.00117896995,269.5,4.506934749999999
8589934648,3.9,132.0,0.10158161,9.343784,-2.9540765,0.00078127417,0.00029016065,-0.0010569537,1163.0,11.09
8589934651,3.9,119.0,-0.0035858154,9.436691,1.8598175000000001,-0.0018310547,-0.0019989014,0.0012207031,538.5,12.64
8589934652,3.9,111.0,-0.26337022,9.852441,0.66800267,-0.0005968154,0.001745242,-0.0016578882999999998,841.0,18.450838
8589934653,4.551,64.0,0.822525,9.595276,1.8541718,0.00018310547,9.1552734e-05,6.1035156e-05,607.0,5.97
8589934654,4.0,254.0,0.14844504,9.718362,-1.2964998,0.0010433578999999998,0.0057384682,0.00079778998,262.5,17.856485499999998
8589934658,3.9,19.0,-0.4070267,9.924269,-0.076616794,-0.0020121902,-0.013587476,-0.0005699373000000001,97.0,13.8551035
8589934661,5.118,220.0,0.09822931,39.266975,2.2318845,0.14357078,0.020158553,-0.037384953,537.0,6.19658
8589934662,3.624,256.0,0.062251143,9.732727,0.9960183,-3.6651916e-06,-0.0010348058,-0.0013848315,277.0,0.9286465
8589934664,8.0,143.3472442626953,2.9155059814453126,-9.348101806640628,-0.0934600830078125,0.0032224249189958783,-0.006526342567348182,0.007478955289269525,547.0,11.777981758117676
8589934666,4.0,67.0,0.4932206,9.225141,2.91862095,-0.0013451253,0.00016310101500000002,0.0004269948,659.5,10.413734250000001
8589934667,8.0,67.59179306030273,-0.1284515380859375,-9.244323730468754,3.261906433105469,0.005764678495585519,-0.04417598353001639,-0.0008905610685224974,479.5,7.102520942687987
8589934669,4.0,103.0,-0.15322891,8.398261,4.9218802,-0.01917476,-0.018109497,-0.03089267,814.0,3.25
8589934670,4.551,74.5,0.93640138,7.93880465,5.1920624,0.00044250488,0.0004272461,0.000289917,775.5,7.49
8589934671,3.9,102.0,0.41805798,9.6699685,1.5439797,-0.000664315885,-0.00041375239499999997,-0.00051569659,555.5,7.87
8589934672,3.934,161.0,-0.14605077,9.177256,3.8380225,-0.00023090707,0.0017299703,0.0021575761,425.0,5.082166
8589934673,8.224,185.0,-0.44506836,9.643082,1.1485596000000002,0.00030517577999999995,-0.0007019042999999999,-0.000579834,247.0,3.27
8589934674,6.0,74.442962,-0.77574503,7.509642849999999,6.28736565,-0.0031514539,0.0017030924,0.0026554312,164.5,22.425482000000002
8589934676,12.0,42.46981430053711,-0.51500244140625,-9.714166259765626,-1.1519515991210938,-0.009541040921317877,0.0011981561744266495,-0.0011571434936394286,329.5,8.026907444000244
8589934678,4.414,260.5,0.4932206,9.759064,0.05027977,-0.00033353242999999995,-0.0024556783,-0.0010390818,344.5,2.5522071
8589934679,10.0,129.1295394897461,0.791046142578125,-9.519470214843752,1.6060928344726564,-0.018208431847035265,-0.001870204875508145,-0.010696586518303259,165.5,4.880000114440918
8589934680,4.288,260.0,0.80641174,9.037186,2.133316,0.000129699705,0.0030975342,0.0013580322,369.5,15.32
8589934681,6.0,189.5195159912109,-1.2899734497070314,-9.69412841796875,-0.041421508789062506,0.005170127782225328,0.007368434104031235,0.007645935489617494,555.5,4.925321102142334
8589934682,8.0,254.7865753173828,-0.3566436767578125,-7.970126342773438,-5.700466918945312,-0.011258779824418988,-0.0032911344751199233,0.003287139733484804,277.0,2.1811535358428955
8589934683,4.0,71.0,0.9792584,9.672871,1.5131817,0.00015515977,-0.0006768386999999999,-0.004641965,564.0,17.739561
8589934684,6.0,234.05894470214844,0.007177734375000001,-9.807177734375,-0.3385498046875,0.008542355512538164,-0.0021523667930020405,-0.0052312473292426475,607.0,6.981499671936035
8589934685,3.9,140.0,-0.5027977299999999,9.454991,2.15245305,0.0016731598999999999,-0.00056871556,-0.0013530665,459.5,4.8583096
8589934688,3.9,261.0,0.41391915,9.656983,1.2330043,6.981316999999999e-05,5.235988000000001e-05,-5.235988000000001e-05,688.0,4.6189203
8589934690,3.9,104.0,0.14844504,9.725544,-0.7853220999999999,-0.0006737843800000001,0.0017263051,-0.00013866641,456.5,12.921526499999999
8589934692,8.0,300.5021057128906,-0.20396728515625,-9.831103515625,0.19484558105468752,0.000377636242573236,0.011075820657530544,0.004340419944611143,217.0,21.706748962402344
8589934693,3.919,118.0,0.027534161,9.8237095,-0.7829279,-0.0007623597999999999,0.00044715335,0.0031569516,765.5,7.54315995
8589934694,4.8255,230.0,0.099362403,9.842864,-0.495614875,-0.00026939156500000003,0.00017470746,-0.00023518312,646.5,3.0658121000000005
8589934695,10.0,131.34390258789062,0.06519775390625,-9.6169677734375,-0.4586273193359375,-0.03168416012089071,-0.011428423185857036,-0.012214854655757432,639.0,17.34000015258789
8589934696,9.0,122.0,0.37229836,9.744401,-1.5526398,0.007456851,0.0031957934000000003,0.0053263223,976.0,6.54
8589934697,3.18,111.0,-0.08619389,9.771035,0.23942748,-0.0007422013,0.0009767734,-0.00086742867,292.0,1.845725
8589934698,3.627,248.5,0.4578815,7.6550145,6.061510349999999,0.00013089969499999998,-0.000479965525,-0.0006806784,165.5,3.1154345
8589934699,8.97,267.0,0.08818323,9.616436,2.657401,0.001972222,0.0043284167,0.003700098,131.0,23.916574
8589934700,3.9,109.0,-0.07513428,9.89447,2.4386825500000002,0.00049591063,0.00019073486499999998,4.5776367e-05,642.5,18.185000000000002
8589934701,16.0,261.54904174804693,-0.172564697265625,-0.5935089111328126,-9.434085083007815,-0.01915105771486881,0.0425194973319871,0.00987180552870572,158.0,2.9409444332122803
8589934702,4.0,64.0,-0.21906945,9.739613,0.81043726,0.0012217305,0.0012217305,-0.0012217305,592.0,13.765726999999998
8589934704,12.0,318.96258544921875,-0.44128112792968754,-9.684931945800784,1.2401031494140626,0.01105997484904457,0.008617323497223897,-0.0037277597358384134,674.5,9.56441593170166
8589934706,4.551,83.0,0.11756897,7.324646,5.604706,0.0096588135,0.0075531006,0.008483886999999999,682.0,9.32
8589934711,3.9,138.0,0.47138977,9.358322,3.1058807,-0.00033569336000000005,0.0008544922000000001,-0.00021362305,566.0,4.71
8589934712,10.0,220.77474975585938,0.3687561035156249,-9.700408935546877,-0.5344421386718751,-0.03521045172026463,0.002234125838467473,0.002103897261162598,1261.0,17.540000915527347
8589934713,10.0,113.923583984375,-0.3464752197265625,-9.4171875,-2.3248382568359376,-0.008648349323923318,-0.008654208278321494,0.004705805646170014,712.0,8.279999732971191
8589934714,3.9,93.0,-0.2753416,9.4825255,2.3547692,-0.008873428000000001,-9.040806e-05,-0.0015149459,697.5,13.7571575
8589934718,8.16,28.0,-0.8775482,3.928955,8.884888,0.0026397705,-0.0011138916,-0.0027770996,104.0,8.75
